"registration_date,""stolen_date"",""brand"",""model"",""province"""
"2016-01-29,""2019-07-11"",""HONDA"",""SH125D"",""B"""
"2016-07-08,""2019-07-11"",""KAWASAKI"",""Z1000 ABS"",""M"""
"2014-03-13,""2019-07-11"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2017-03-30,""2019-07-11"",""KYMCO"",""K-XCT 300"",""B"""
"2006-10-05,""2019-07-11"",""HONDA"",""SH150"",""B"""
"2011-06-23,""2019-07-11"",""HONDA"",""SH125"",""B"""
"2005-09-28,""2019-07-11"",""BMW"",""F-650 GS"",""GC"""
"2010-06-10,""2019-07-12"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2005-09-16,""2019-07-12"",""HONDA"",""SES125"",""CA"""
"1998-09-10,""2019-07-12"",""HONDA"",""CB500S"",""CS"""
"2003-03-20,""2019-07-12"",""PEUGEOT"",""LOOXOR 100"",""GI"""
"2017-09-18,""2019-07-12"",""HONDA"",""WW125EX2"",""CA"""
"2006-08-30,""2019-07-12"",""HONDA"",""SH125"",""B"""
"2010-06-11,""2019-07-12"",""PIAGGIO"",""LIBERTY 125 RST"",""GC"""
"2018-01-11,""2019-07-12"",""KAWASAKI"",""Z900"",""M"""
"2013-10-04,""2019-07-12"",""YAMAHA"",""YP125R"",""SE"""
"2009-10-07,""2019-07-12"",""PIAGGIO"",""LIBERTY 125V RST"",""M"""
"2018-01-03,""2019-07-12"",""YAMAHA"",""XP530E-A  (TMAX)"",""T"""
"2010-05-13,""2019-07-12"",""DUCATI"",""MTS 1200 SPORT"",""TO"""
"2006-09-26,""2019-07-12"",""KYMCO"",""GRAND DINK 125"",""SE"""
"2018-11-22,""2019-07-12"",""KEEWAY"",""RKS/TITANIC/TNT/TNT 15"",""H"""
"2011-10-13,""2019-07-12"",""HONDA"",""CBR125R"",""M"""
"2019-04-29,""2019-07-12"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2007-05-23,""2019-07-12"",""HONDA"",""SH125"",""B"""
"2008-03-28,""2019-07-12"",""HONDA"",""PES125"",""V"""
"2015-05-21,""2019-07-13"",""HONDA"",""SH125D"",""B"""
"2014-10-16,""2019-07-13"",""KAWASAKI"",""Z800 ABS"",""B"""
"2005-03-01,""2019-07-13"",""HONDA"",""SH125"",""B"""
"2016-01-22,""2019-07-13"",""HONDA"",""SH125D"",""B"""
"2005-03-23,""2019-07-13"",""DAELIM"",""NS125"",""CO"""
"2008-09-02,""2019-07-13"",""HONDA"",""SH125"",""B"""
"2017-09-15,""2019-07-13"",""KTM"",""KTM 250 EXC TPI"",""IB"""
"2013-07-09,""2019-07-13"",""HONDA"",""SH125D"",""B"""
"2011-04-06,""2019-07-13"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2018-07-25,""2019-07-13"",""HONDA"",""SH125D"",""B"""
"2016-08-30,""2019-07-13"",""HONDA"",""SH125AD"",""B"""
"2015-09-02,""2019-07-13"",""YAMAHA"",""MT-07"",""B"""
"2012-08-03,""2019-07-13"",""HONDA"",""NC700SA"",""M"""
"2011-08-05,""2019-07-13"",""HONDA"",""NSC110WH"",""B"""
"2015-06-26,""2019-07-14"",""SUZUKI"",""UH200"",""M"""
"2007-07-25,""2019-07-14"",""HONDA"",""SES125"",""B"""
"2010-06-03,""2019-07-14"",""HONDA"",""PES125"",""B"""
"2007-10-09,""2019-07-14"",""HONDA"",""SES125"",""B"""
"2006-06-23,""2019-07-14"",""YAMAHA"",""YP125R"",""IB"""
"2013-07-19,""2019-07-14"",""HONDA"",""SH125AD"",""B"""
"2011-06-09,""2019-07-14"",""MTR"",""N.A."",""CO"""
"2006-07-27,""2019-07-14"",""S.Y.M"",""EURO MX 125"",""A"""
"2015-05-18,""2019-07-14"",""HONDA"",""SH125D"",""B"""
"2015-04-09,""2019-07-14"",""KYMCO"",""K-XCT 125"",""M"""
"2016-04-19,""2019-07-14"",""HONDA"",""SH125D"",""B"""
"1986-10-13,""2019-07-14"",""VESPA"",""IRIS 200"",""SE"""
"2002-07-15,""2019-07-15"",""SUZUKI"",""AN400"",""B"""
"2014-01-21,""2019-07-15"",""YAMAHA"",""YP250R"",""B"""
"2008-10-03,""2019-07-15"",""APRILIA"",""SPORT CITY 125"",""SS"""
"2018-03-02,""2019-07-15"",""HONDA"",""SH300A"",""B"""
"2019-03-28,""2019-07-15"",""S.Y.M"",""SYMPHONY 125 SR"",""IB"""
"2018-12-13,""2019-07-15"",""BMW"",""R 1250 GS"",""B"""
"2018-01-09,""2019-07-15"",""PIAGGIO"",""LIBERTY"",""B"""
"2018-07-25,""2019-07-15"",""HONDA"",""SH125AD"",""B"""
"2018-05-25,""2019-07-15"",""BMW"",""R 1200 GS ADVENTURE"",""B"""
"2016-09-26,""2019-07-15"",""KYMCO"",""AGILITY CITY 125"",""M"""
"1990-08-14,""2019-07-15"",""YAMAHA"",""SR 250"",""B"""
"2015-10-05,""2019-07-15"",""HONDA"",""SH300A"",""B"""
"2006-04-21,""2019-07-15"",""HONDA"",""SES125"",""B"""
"2016-11-25,""2019-07-15"",""SUZUKI"",""UK110"",""M"""
"2007-10-25,""2019-07-15"",""PIAGGIO"",""CARNABY 125"",""MA"""
"2011-10-28,""2019-07-15"",""TGB"",""X-MOTION 125"",""LO"""
"2002-01-11,""2019-07-15"",""YAMAHA"",""YP 150"",""CE"""
"2013-06-21,""2019-07-15"",""HONDA"",""NSC110MPD"",""IB"""
"1998-06-30,""2019-07-15"",""HONDA"",""CBR900RR"",""M"""
"2018-11-16,""2019-07-15"",""KYMCO"",""AGILITY CITY 125"",""SE"""
"2016-06-09,""2019-07-15"",""HONDA"",""SH125AD"",""B"""
"2012-05-11,""2019-07-15"",""YAMAHA"",""YZF R125"",""M"""
"2011-09-30,""2019-07-15"",""KYMCO"",""SUPER DINK 125"",""M"""
"2016-04-28,""2019-07-16"",""KYMCO"",""SUPER DINK 125 ABS"",""BI"""
"2000-04-11,""2019-07-16"",""YAMAHA"",""YP125"",""MA"""
"2013-06-11,""2019-07-16"",""DERBI"",""GPR 125 4T"",""B"""
"2009-01-13,""2019-07-16"",""HONDA"",""SH125"",""B"""
"2007-07-31,""2019-07-16"",""YAMAHA"",""YP 125 E"",""S"""
"2006-11-16,""2019-07-16"",""YAMAHA"",""NXC125"",""ML"""
"2012-07-05,""2019-07-16"",""HONDA"",""SH300"",""B"""
"2006-04-20,""2019-07-16"",""GAS-GAS"",""ENDUCROSS"",""SA"""
"2006-10-25,""2019-07-16"",""YAMAHA"",""YP250R"",""SE"""
"2015-11-04,""2019-07-16"",""HONDA"",""SH125D"",""B"""
"2003-02-10,""2019-07-16"",""PIAGGIO"",""VESPA 125 F.D."",""V"""
"2015-11-17,""2019-07-16"",""HONDA"",""SH125D"",""B"""
"2003-12-03,""2019-07-16"",""YAMAHA"",""YP180E"",""B"""
"2015-09-30,""2019-07-16"",""GENERIC"",""TW 125"",""M"""
"2005-04-26,""2019-07-16"",""KYMCO"",""MOVIE 125XL"",""M"""
"2014-07-29,""2019-07-16"",""KAWASAKI"",""Z800"",""B"""
"2005-09-22,""2019-07-16"",""PIAGGIO"",""VESPA PX 125 E"",""V"""
"2017-06-30,""2019-07-16"",""HONDA"",""SH125AD"",""B"""
"2006-08-04,""2019-07-16"",""HONDA"",""SH125"",""B"""
"2012-04-03,""2019-07-16"",""HONDA"",""SH125"",""B"""
"2006-03-22,""2019-07-16"",""SUZUKI"",""SV650S"",""M"""
"2008-03-14,""2019-07-16"",""RIEJU"",""PACIFIC 125"",""Z"""
"2003-08-07,""2019-07-16"",""PIAGGIO"",""VESPA 200"",""B"""
"2016-11-07,""2019-07-16"",""PEUGEOT"",""TWEET"",""B"""
"2016-02-23,""2019-07-16"",""KYMCO"",""AGILITY CITY 125"",""M"""
"2015-01-29,""2019-07-17"",""KYMCO"",""XCITING 400 ABS"",""B"""
"2015-09-22,""2019-07-17"",""KTM"",""KTM 125 DUKE 115"",""GR"""
"2013-06-12,""2019-07-17"",""HONDA"",""SH125D"",""GI"""
"2004-11-22,""2019-07-17"",""HONDA"",""SH150"",""GI"""
"2005-06-23,""2019-07-17"",""KYMCO"",""BET WIN 125"",""V"""
"2008-09-24,""2019-07-17"",""PIAGGIO"",""X EVO 125"",""TF"""
"2017-05-08,""2019-07-17"",""YAMAHA"",""XP530E-A  (TMAX)"",""B"""
"2010-06-22,""2019-07-17"",""PIAGGIO"",""LIBERTY 125 RST"",""B"""
"2018-06-04,""2019-07-17"",""KTM"",""KTM 125 DUKE"",""IB"""
"2016-12-29,""2019-07-17"",""YAMAHA"",""GPD125-A"",""SE"""
"2010-03-08,""2019-07-17"",""YAMAHA"",""YZF-R125"",""B"""
"2007-07-25,""2019-07-17"",""KAWASAKI"",""ER 6N"",""TF"""
"2011-07-07,""2019-07-17"",""YAMAHA"",""BWS"",""CA"""
"2015-06-11,""2019-07-17"",""HONDA"",""WW125EX"",""B"""
"2008-06-06,""2019-07-17"",""HONDA"",""SH300"",""B"""
"2015-11-25,""2019-07-17"",""KAWASAKI"",""J300"",""B"""
"1998-07-23,""2019-07-17"",""KYMCO"",""MOVIE 125"",""S"""
"2011-08-05,""2019-07-17"",""S.Y.M"",""SYMPHONY 125 S"",""B"""
"2017-04-19,""2019-07-17"",""YAMAHA"",""GPD125-A (NMAX)"",""V"""
"1991-07-09,""2019-07-17"",""YAMAHA"",""SR250"",""SE"""
"2017-03-14,""2019-07-17"",""HONDA"",""WW125EX2"",""GR"""
"2011-11-08,""2019-07-17"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2011-04-28,""2019-07-17"",""PEUGEOT"",""SAT125E"",""B"""
"2015-09-29,""2019-07-17"",""KYMCO"",""K-XCT 300"",""B"""
"2014-09-24,""2019-07-17"",""BENELLI"",""MACIS 125"",""BI"""
"2014-11-26,""2019-07-17"",""HONDA"",""SH300"",""B"""
"2005-10-05,""2019-07-17"",""DERBI"",""BOULEVARD"",""B"""
"1996-11-18,""2019-07-17"",""VESPA"",""IRIS 200"",""B"""
"1998-06-19,""2019-07-17"",""VESPA"",""125 FL"",""SE"""
"1990-10-02,""2019-07-17"",""VESPA"",""PK 125 XL"",""CO"""
"2005-07-22,""2019-07-17"",""HONDA"",""SES125"",""A"""
"2017-06-28,""2019-07-18"",""YAMAHA"",""XP530E-A  (TMAX)"",""B"""
"2017-02-10,""2019-07-18"",""HONDA"",""NSS125AD"",""M"""
"2004-06-23,""2019-07-18"",""HONDA"",""SH125"",""B"""
"2013-09-05,""2019-07-18"",""HONDA"",""SH125D"",""B"""
"2018-03-23,""2019-07-18"",""TRIUMPH"",""SPEED TRIPLE RS"",""M"""
"1989-03-09,""2019-07-18"",""VESPA"",""IRIS 200"",""V"""
"2008-01-08,""2019-07-18"",""YAMAHA"",""YP250R"",""SE"""
"2018-10-04,""2019-07-18"",""YAMAHA"",""XP530D-A  (TMAX DX)"",""B"""
"2004-10-15,""2019-07-18"",""HONDA"",""SH150"",""B"""
"2015-04-29,""2019-07-18"",""PIAGGIO"",""BEVERLY 125 I.E."",""SE"""
"2016-09-16,""2019-07-18"",""KYMCO"",""K-XCT 125 ABS"",""B"""
"2008-02-15,""2019-07-18"",""KYMCO"",""PEOPLE 125"",""MA"""
"1990-02-12,""2019-07-18"",""VESPA"",""TX 200"",""A"""
"1997-06-24,""2019-07-18"",""VESPA"",""IRIS 200"",""V"""
"2015-11-25,""2019-07-18"",""PIAGGIO"",""BEVERLY 125 I.E."",""SE"""
"2009-09-24,""2019-07-18"",""KYMCO"",""AGILITY CITY 125"",""AL"""
"2007-06-15,""2019-07-18"",""HONDA"",""SH150"",""B"""
"2014-05-30,""2019-07-18"",""DORTON"",""FORZE-125"",""B"""
"2018-09-12,""2019-07-18"",""YAMAHA"",""XP530-A  (TMAX SX)"",""B"""
"2008-08-21,""2019-07-18"",""ZEALSUN"",""F2008"",""TO"""
"2013-05-31,""2019-07-18"",""APRILIA"",""SPORT CITY ONE 125"",""IB"""
"2010-08-02,""2019-07-18"",""SUZUKI"",""UH125"",""A"""
"2007-04-05,""2019-07-18"",""PIAGGIO"",""VESPA PX 125 E"",""V"""
"1999-03-02,""2019-07-18"",""HONDA"",""CB500"",""B"""
"2013-02-08,""2019-07-18"",""HONDA"",""WW125"",""M"""
"2014-02-25,""2019-07-18"",""HONDA"",""SH125AD"",""B"""
"2008-11-12,""2019-07-18"",""HONDA"",""SH125"",""B"""
"2008-05-15,""2019-07-19"",""PIAGGIO"",""VESPA PX 125 E"",""A"""
"2019-05-29,""2019-07-19"",""BMW"",""R 1250 GS ADVENTURE"",""CE"""
"2016-06-02,""2019-07-19"",""GOING GREEN SL"",""THE CORE"",""M"""
"2012-08-03,""2019-07-19"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2005-10-06,""2019-07-19"",""APRILIA"",""SPORT CITY 125"",""B"""
"2012-02-23,""2019-07-19"",""PIAGGIO"",""VESPA LX 125 IE"",""PO"""
"2018-06-06,""2019-07-19"",""S.Y.M"",""SYMPHONY"",""B"""
"2016-07-25,""2019-07-19"",""HONDA"",""SH125AD"",""B"""
"2015-11-20,""2019-07-19"",""HONDA"",""SH125AD"",""B"""
"2017-04-07,""2019-07-19"",""YAMAHA"",""X-MAX 400"",""B"""
"1988-07-22,""2019-07-19"",""GARELLI"",""GTA 125"",""SG"""
"2012-01-25,""2019-07-19"",""PIAGGIO"",""VESPA PX125"",""Z"""
"2004-11-12,""2019-07-19"",""HONDA"",""SH150"",""B"""
"2011-01-03,""2019-07-19"",""HONDA"",""SH300"",""B"""
"2005-09-20,""2019-07-19"",""HONDA"",""SES125"",""CO"""
"2000-09-11,""2019-07-19"",""APRILIA"",""RS125"",""V"""
"2009-08-24,""2019-07-19"",""HONDA"",""SH125D"",""GI"""
"2015-10-06,""2019-07-19"",""YAMAHA"",""GPD125A"",""T"""
"2007-03-16,""2019-07-19"",""HONDA"",""SES 125"",""IB"""
"2013-01-03,""2019-07-19"",""HONDA"",""NC700S"",""M"""
"2006-03-17,""2019-07-19"",""YAMAHA"",""YP250"",""SE"""
"1992-11-23,""2019-07-19"",""HONDA"",""SCOOPY 75"",""B"""
"1977-07-02,""2019-07-20"",""BULTACO"",""MERCURIO 175 GT"",""CO"""
"2010-05-12,""2019-07-20"",""KYMCO"",""AGILITY"",""B"""
"1999-09-13,""2019-07-20"",""YAMAHA"",""YZF 1000 R"",""J"""
"2015-07-07,""2019-07-20"",""YAMAHA"",""YP400R"",""B"""
"2008-02-19,""2019-07-20"",""SUZUKI"",""AN400"",""O"""
"2015-07-24,""2019-07-20"",""PIAGGIO"",""LIBERTY 125 3V"",""B"""
"2012-06-21,""2019-07-20"",""HM"",""CRM F125R DERAPAG C"",""BI"""
"2017-04-03,""2019-07-20"",""S.Y.M"",""JOYMAX 125I SPORT"",""MU"""
"2006-03-10,""2019-07-20"",""DUCATI"",""M620 CAPIREX"",""B"""
"2006-05-10,""2019-07-20"",""APRILIA"",""ARRECIFE 125"",""CE"""
"2016-06-01,""2019-07-20"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2014-11-13,""2019-07-20"",""KYMCO"",""SUPER DINK 125"",""BA"""
"2007-03-05,""2019-07-20"",""HONDA"",""SH125"",""B"""
"2009-04-17,""2019-07-20"",""BMW"",""G650GS"",""GC"""
"2018-12-11,""2019-07-20"",""HONDA"",""CRF1000D"",""GR"""
"2009-11-24,""2019-07-20"",""APRILIA"",""SPORT CITY 125'VB"",""V"""
"2006-10-10,""2019-07-21"",""YAMAHA"",""YP125E"",""V"""
"2018-05-22,""2019-07-21"",""HONDA"",""ADV750"",""M"""
"2017-12-07,""2019-07-21"",""YAMAHA"",""XP530D-A  (TMAX DX)"",""B"""
"2010-04-15,""2019-07-21"",""KYMCO"",""SUPER DINK 125"",""B"""
"2016-09-05,""2019-07-21"",""HONDA"",""WW125EX2"",""B"""
"2007-12-07,""2019-07-21"",""HONDA"",""SH 125"",""MA"""
"2017-08-29,""2019-07-21"",""HONDA"",""ADV750"",""M"""
"2011-06-22,""2019-07-21"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2011-03-11,""2019-07-21"",""PEUGEOT"",""TWEET 125"",""SS"""
"2017-02-16,""2019-07-21"",""PIAGGIO"",""BEVERLY"",""B"""
"2019-04-26,""2019-07-21"",""KAWASAKI"",""Z900"",""M"""
"2018-08-21,""2019-07-21"",""PEUGEOT"",""TWEET"",""B"""
"2016-08-08,""2019-07-21"",""HONDA"",""SH125AD"",""B"""
"2012-01-23,""2019-07-21"",""HONDA"",""SH125"",""B"""
"2012-03-08,""2019-07-21"",""HONDA"",""SH125"",""MA"""
"2007-04-20,""2019-07-21"",""KYMCO"",""MOVIE 125XL"",""MU"""
"2016-10-06,""2019-07-21"",""HONDA"",""SH125AD"",""B"""
"2012-10-04,""2019-07-21"",""S.Y.M"",""SYMPHONY 125 SR"",""B"""
"2015-07-15,""2019-07-21"",""HONDA"",""WW125EX"",""M"""
"2018-06-22,""2019-07-21"",""PEUGEOT"",""TWEET"",""IB"""
"2007-05-23,""2019-07-21"",""KYMCO"",""GRAND DINK 125"",""M"""
"2007-07-06,""2019-07-21"",""HONDA"",""SH125"",""B"""
"2011-02-16,""2019-07-22"",""HONDA"",""SH300"",""B"""
"2016-02-03,""2019-07-22"",""KYMCO"",""SUPER DINK 125"",""B"""
"2007-03-22,""2019-07-22"",""HONDA"",""SES 125"",""CA"""
"2017-05-10,""2019-07-22"",""HONDA"",""SH125AD"",""B"""
"2012-05-22,""2019-07-22"",""YAMAHA"",""HW125 XENTER 125"",""IB"""
"2014-04-16,""2019-07-22"",""S.Y.M"",""LM25"",""GU"""
"2008-06-13,""2019-07-22"",""YAMAHA"",""YP250R"",""B"""
"2010-07-21,""2019-07-22"",""HONDA"",""WW125EX2"",""MA"""
"2015-07-03,""2019-07-22"",""HONDA"",""WW125EX"",""B"""
"2001-03-16,""2019-07-22"",""HONDA"",""SH 100"",""B"""
"1983-07-14,""2019-07-22"",""VESPA"",""150 C.C."",""GI"""
"1979-12-15,""2019-07-22"",""BULTACO"",""SHERPA T 350"",""B"""
"2015-03-27,""2019-07-22"",""YAMAHA"",""XP500"",""B"""
"2013-07-02,""2019-07-22"",""KYMCO"",""K-XCT 125"",""B"""
"1987-12-17,""2019-07-22"",""VESPA"",""PK 125 XL"",""CO"""
"2018-12-04,""2019-07-22"",""KAWASAKI"",""Z900"",""B"""
"2006-04-10,""2019-07-22"",""HONDA"",""SH125"",""B"""
"2018-04-05,""2019-07-22"",""YAMAHA"",""XP530E-A  (TMAX)"",""B"""
"2017-08-04,""2019-07-22"",""KYMCO"",""AGILITY CITY 125"",""CU"""
"2016-02-05,""2019-07-22"",""HONDA"",""SH125AD"",""B"""
"2014-09-11,""2019-07-22"",""KTM"",""KTM RC 125"",""M"""
"1975-07-09,""2019-07-22"",""MONTESA"",""COTA-74"",""MU"""
"1997-03-12,""2019-07-22"",""HONDA"",""SCOOPY"",""B"""
"2018-05-14,""2019-07-22"",""HONDA"",""NSC110MPD"",""B"""
"2015-09-17,""2019-07-22"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2006-06-21,""2019-07-23"",""PIAGGIO"",""VESPA 150 E KA"",""V"""
"2016-11-11,""2019-07-23"",""HONDA"",""SH125AD"",""B"""
"1996-07-31,""2019-07-23"",""HARLEY DAVIDSON"",""XL 883"",""M"""
"2019-06-04,""2019-07-23"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2004-10-20,""2019-07-23"",""HONDA"",""SES125"",""B"""
"2016-05-18,""2019-07-23"",""SUZUKI"",""UH125"",""S"""
"2010-07-30,""2019-07-23"",""HONDA"",""PES125"",""SE"""
"1988-07-08,""2019-07-23"",""HONDA"",""MTX75R"",""V"""
"2019-05-15,""2019-07-23"",""HONDA"",""SH125AD"",""B"""
"1993-04-01,""2019-07-23"",""HONDA"",""CB SEVEN FIFTY"",""V"""
"2017-05-04,""2019-07-23"",""HONDA"",""SH125D"",""B"""
"2019-05-10,""2019-07-23"",""YAMAHA"",""MTN1000D (MT-10 SP)"",""M"""
"2013-02-25,""2019-07-23"",""S.Y.M"",""SYMPHONY 125 S"",""IB"""
"2012-08-01,""2019-07-23"",""HONDA"",""WW125EX2"",""MU"""
"2016-10-20,""2019-07-23"",""KTM"",""KTM 125 DUKE (115)"",""SS"""
"2014-10-10,""2019-07-23"",""KYMCO"",""SUPER DINK 125"",""SE"""
"2010-04-14,""2019-07-23"",""YAMAHA"",""XP500"",""B"""
"2015-11-19,""2019-07-23"",""APRILIA"",""SHIVER 750"",""B"""
"2008-01-04,""2019-07-23"",""KYMCO"",""AGILITY 125"",""O"""
"2016-08-10,""2019-07-23"",""HONDA"",""WW125EX2"",""SE"""
"2016-11-14,""2019-07-23"",""S.Y.M"",""SYMPHONY 125 S"",""B"""
"2007-07-25,""2019-07-23"",""HARLEY DAVIDSON"",""FLSTF"",""M"""
"2017-10-26,""2019-07-23"",""YAMAHA"",""X-MAX 125"",""TF"""
"2011-10-04,""2019-07-23"",""PEUGEOT"",""TWEET 125"",""B"""
"2015-09-24,""2019-07-23"",""PIAGGIO"",""LIBERTY 125 3V"",""B"""
"2009-09-01,""2019-07-23"",""TGB"",""X-MOTION 125"",""CA"""
"2016-06-30,""2019-07-23"",""HONDA"",""SH125AD"",""B"""
"2016-05-06,""2019-07-23"",""KTM"",""KTM 390 DUKE"",""TO"""
"2016-10-10,""2019-07-23"",""HONDA"",""SH125D"",""B"""
"2007-07-12,""2019-07-23"",""SUZUKI"",""UH125"",""SS"""
"2018-05-14,""2019-07-23"",""KAWASAKI"",""Z900"",""M"""
"2007-09-13,""2019-07-24"",""HONDA"",""SH 125"",""MA"""
"2018-06-29,""2019-07-24"",""YAMAHA"",""XP530E-A  (TMAX)"",""B"""
"2015-11-02,""2019-07-24"",""HONDA"",""SH125AD"",""B"""
"1981-05-20,""2019-07-24"",""LAMBRETTA"",""150"",""IB"""
"2010-09-07,""2019-07-24"",""KYMCO"",""SUPER DINK 125"",""M"""
"2016-12-30,""2019-07-24"",""HONDA"",""WW125EX2"",""SE"""
"2017-02-09,""2019-07-24"",""KYMCO"",""SUPER DINK 125I"",""SE"""
"2017-06-27,""2019-07-24"",""PEUGEOT"",""TWEET"",""MA"""
"2014-03-04,""2019-07-24"",""HONDA"",""SH125AD"",""B"""
"2001-06-22,""2019-07-24"",""MBK"",""YP125"",""SE"""
"2010-04-22,""2019-07-24"",""SUZUKI"",""UH125"",""A"""
"2011-06-30,""2019-07-24"",""AIYUMO"","""",""IB"""
"2006-07-07,""2019-07-24"",""HONDA"",""SH125"",""B"""
"2014-08-28,""2019-07-24"",""HONDA"",""SH125D"",""CE"""
"2003-09-11,""2019-07-24"",""YAMAHA"",""YZF-R6"",""PO"""
"2018-12-20,""2019-07-24"",""S.Y.M"",""SYMPHONY"",""SE"""
"2018-11-13,""2019-07-25"",""APRILIA"",""RSV4"",""M"""
"2014-07-31,""2019-07-25"",""PIAGGIO"",""X10 125"",""M"""
"2016-09-29,""2019-07-25"",""KYMCO"",""SUPER DINK 300 ABS"",""M"""
"2016-01-18,""2019-07-25"",""KTM"",""KTM 1290 SUPERDUKE R"",""CO"""
"2016-07-12,""2019-07-25"",""PIAGGIO"",""LIBERTY 125 3V"",""B"""
"1994-06-21,""2019-07-25"",""HONDA"",""HF05 WH90 YUPI"",""M"""
"2018-02-13,""2019-07-25"",""KYMCO"",""AGILITY CITY 125"",""M"""
"2014-10-29,""2019-07-25"",""HONDA"",""SH125D"",""B"""
"2018-07-30,""2019-07-25"",""S.Y.M"",""SYMPHONY"",""IB"""
"2018-07-05,""2019-07-25"",""PEUGEOT"",""BELVILLE"",""B"""
"2010-05-07,""2019-07-25"",""PIAGGIO"",""BEVERLY TOURER 300"",""B"""
"2012-06-01,""2019-07-25"",""HONDA"",""NSC110MPD"",""IB"""
"2007-06-25,""2019-07-25"",""YAMAHA"",""YBR 125"",""B"""
"2014-06-12,""2019-07-25"",""PIAGGIO"",""VESPA PRIMAVERA"",""M"""
"2017-09-07,""2019-07-25"",""KYMCO"",""AGILITY CITY 125"",""M"""
"2005-02-07,""2019-07-25"",""SUZUKI"",""UH125"",""T"""
"2009-12-18,""2019-07-26"",""HONDA"",""SH125"",""B"""
"2015-09-18,""2019-07-26"",""YAMAHA"",""YP125RA"",""B"""
"2011-09-22,""2019-07-26"",""HONDA"",""SH300A"",""B"""
"2007-10-09,""2019-07-26"",""HONDA"",""SH125"",""B"""
"2006-06-22,""2019-07-26"",""APRILIA"",""SPORT CITY"",""SS"""
"2013-04-26,""2019-07-26"",""S.Y.M"",""SYMPHONY 125 S"",""IB"""
"2008-08-07,""2019-07-26"",""YAMAHA"",""YP250R"",""SS"""
"2007-06-25,""2019-07-26"",""HONDA"",""CB600F"",""IB"""
"1999-08-03,""2019-07-26"",""GAS-GAS"",""PAMPERA 250"",""V"""
"2014-05-28,""2019-07-26"",""KYMCO"",""K-XCT 300"",""V"""
"2007-02-14,""2019-07-26"",""KYMCO"",""BETÑWIN 125"",""V"""
"2011-06-07,""2019-07-26"",""PIAGGIO"",""LIBERTY 125 RST"",""M"""
"2005-07-19,""2019-07-26"",""YAMAHA"",""YBR125"",""CA"""
"2016-11-30,""2019-07-26"",""HONDA"",""WW125EX2"",""V"""
"2012-02-29,""2019-07-26"",""DAELIM"",""VL125"",""H"""
"1990-02-16,""2019-07-26"",""HONDA"",""NSR 75F"",""IB"""
"2015-04-10,""2019-07-26"",""KYMCO"",""PEOPLE GTI 125"",""M"""
"2006-08-30,""2019-07-26"",""DAELIM"",""DAYSTAR"",""AL"""
"2008-03-05,""2019-07-26"",""HONDA"",""NES125"",""B"""
"2000-01-03,""2019-07-26"",""KYMCO"",""ZING 150"",""A"""
"2014-04-04,""2019-07-26"",""TRIUMPH"",""STREET TRIPLE R"",""M"""
"2015-07-09,""2019-07-27"",""KYMCO"",""SUPER DINK 300 ABS"",""M"""
"2015-02-13,""2019-07-27"",""YAMAHA"",""XC115S"",""B"""
"2018-11-20,""2019-07-27"",""BMW"",""F 850 GS"",""M"""
"2008-08-28,""2019-07-27"",""HUSABERG"",""450 FE"",""LU"""
"2006-03-17,""2019-07-27"",""HONDA"",""SH150"",""A"""
"2018-08-31,""2019-07-27"",""HONDA"",""WW125A"",""CA"""
"2009-06-26,""2019-07-27"",""HONDA"",""SH125"",""B"""
"2012-03-22,""2019-07-27"",""BMW"",""F800R"",""B"""
"2010-08-03,""2019-07-27"",""SUZUKI"",""UH125"",""V"""
"2017-07-31,""2019-07-27"",""KYMCO"",""SUPER DINK 125"",""M"""
"2016-12-02,""2019-07-27"",""HONDA"",""NSC110MPD"",""IB"""
"2015-02-25,""2019-07-27"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2005-07-27,""2019-07-27"",""HONDA"",""SES 125"",""S"""
"2012-11-06,""2019-07-27"",""HONDA"",""FES125"",""MA"""
"2017-05-11,""2019-07-28"",""YAMAHA"",""XSR700  35KW"",""S"""
"2004-12-29,""2019-07-28"",""YAMAHA"",""NXC125"",""B"""
"2016-08-30,""2019-07-28"",""S.Y.M"",""FIDDLE III 125 S"",""IB"""
"2018-10-26,""2019-07-28"",""KAWASAKI"",""Z900 ABS"",""B"""
"2012-02-29,""2019-07-28"",""HONDA"",""WW125EX2"",""B"""
"2003-11-27,""2019-07-28"",""SUZUKI"",""DR-Z400E"",""H"""
"2018-08-30,""2019-07-28"",""PIAGGIO"",""LIBERTY"",""SE"""
"2005-10-27,""2019-07-28"",""HONDA"",""SH125"",""B"""
"2011-03-04,""2019-07-28"",""HM"",""CRE F 260R E"",""BI"""
"2004-05-12,""2019-07-28"",""HONDA"",""SH125"",""B"""
"2013-09-26,""2019-07-28"",""HONDA"",""SH125AD"",""B"""
